name;description;tel;email;url;address;city;zipcode;country_code;country;lattitude;longitude;opening_hours;foursquare_vid;last_updated;;;;;;;;;
Museum Møhlmann;;0596 682856;;http://www.robmohlmann.nl;Westersingel 102;Appingedam;9901 GK;NL;Netherlands;53.319.928;6.836.475;;4a6dca32-570c-4d6a-81a2-72635e4cdde3;27 jul 2009 15:39;;;;;;;;;
Het Oude Veerhuis;;050 4096764;;http://www.hetoudeveerhuisnoordlaren.nl;Meester Koolweg 2;Noordlaren;9479 TD;NL;Netherlands;53.122.933;6.670.462;;4a6dbb9c-37c8-43cb-b50f-59045e4cdde3;27 jul 2009 14:37;;;;;;;;;
Kerk;;;;; ;Lettelbert;9827 ZZ;NL;Netherlands;53.189.321;6.406.823;;4a6dc104-e30c-4a42-944f-742f5e4cdde3;27 jul 2009 15:00;;;;;;;;;
Museum Het Domein;Museum Het Domein is een relatief jong museum voor hedendaagse kunst en stedelijke historie en archeologie. Vol nieuwsgierigheid, eigenzinnigheid en creativiteit worden hier de geschiedenis van stad en streek en de nieuwste ontwikkelingen in de internationale hedendaagse kunst getoond.;046-4513460;info@hetdomein.nl;http://www.hetdomein.nl;Kapittelstraat 6;Sittard;6131 ER;NL;Netherlands;51.039.479;5.809.670;Dinsdag t/m zondag van 11.00 tot 17.00 uur. geopend op: 2e paasdag, 2e pinksterdag, 2e kerstdag en oudejaarsdag. gesloten op: carnavalsdagen, 1e paasdag, 1e pinksterdag, 1e kerstdag en nieuwjaarsdag.;4a6dc11f-4e10-497d-887f-63d95e4cdde3;27 jul 2009 15:00;;;;;;;;;
Streekmuseum Land van Valkenburg;"Het is een rijk verleden dat al een eerste hoogtepunt heeft in de Krijttijd, maar Zuid-Limburg was in die tijd een zee! Bijzonder zijn de vuursteenmijnen uit de Nieuwe Steentijd. De Middeleeuwen waren een bloeiperiode voor Het Land van Valkenburg; de heerlijkheid omvatte een groot deel van het huidige Zuid Limburg en werd bestuurd vanuit de hoogteburcht in Valkenburg.";043 601 63 94;streekmuseum@hetnet.nl;http://www.streekmuseumvalkenburg.nl;Grotestraat Centrum 31;Valkenburg aan de Geul;6300 AD;NL;Netherlands;50.863.691;5.832.037;dinsdag t/m vrijdag 10.00-17.00 uur zaterdag en zondag 13.00-17.00 uur;4a6dc121-4498-4892-b0f0-63d95e4cdde3;27 jul 2009 15:00;;;;;;;;;
Museum Smallingerland Drachten;Museum Smallingerland Drachten is gevestigd in een voormalig klooster gelegen in het centrum van Drachten. Dit museum geeft een boeiend overzicht van de beeldende kunst van de twintigste eeuw tot en met nu. De nadruk ligt hierbij op kunstenaars en stromingen die op enigerlei verbonden waren in en rondom Drachten.;0512-515647;;http://www.museumdrachten.nl;Museumplein 2;Drachten;9203DD;NL;Netherlands;53.104.605;6.098.306;"Di. t/m zaterdag 11-17 uur Zon- en feestdagen: 13-17 uur; 1e paas-,pinkster-, kerst- en nieuwjaarsdag gesloten en bij doorgang Elfstedentocht.";4a6dc16d-f128-492d-80cd-70145e4cdde3;27 jul 2009 15:02;;;;;;;;;
De Blauwe Roek;Bij Atelier & Kunstuitleen de Blauwe Roek werken 18 kunstenaars met een beperking. U vindt de Blauwe Roek in het hartje van Drachten.;0512 - 54 90 02;info@deblauweroek.nl;;Museumplein 6;Drachten;9203 DD;NL;Netherlands;53.104.539;6.098.318;Openingstijden: maandag t/m vrijdag van 9.00 uur tot 16.00 uur.;4a6dc5e7-b134-4e18-b3f6-72635e4cdde3;27 jul 2009 15:21;;;;;;;;;
Centrum voor de Kunsten A7;;0512-587718;;http://www.centrumvoordekunstena7.nl;Lavendelheide ;Drachten;9202 ZZ;NL;Netherlands;53.104.284;6.128.599;"ma, di, wo : 9-20 uur ; do en vrij : 9-17 uur. Toegang : gratis";4a6dc625-4604-4afe-9970-725a5e4cdde3;27 jul 2009 15:22;;;;;;;;;
De Galerij;De Galerij van Schouwburg De Lawei is een expositieruimte voor hedendaagse kunst. Beeldende kunstenaars uit Noord Nederland exposeren hedendaagse hedendaagse kunst. Maar ook kunstenaars uit de rest van Nederland die belangwekkend, vernieuwend of avontuurlijk zijn, en dus ook voor Friesland interesant zijn om te laten zien, vinden er hun expositieruimte.;0512 -335000;;http://www.lawei.nl;Burg. Wuiteweg 24;Drachten;9203 KL;NL;Netherlands;53.102.714;6.098.507;woensdag t/m zaterdag 14.00-17.00, donderdag 18.30-20.30 en tijdens de pauze van voorstellingen in Schouwburg De Lawei.;4a6df2fa-f168-445b-b7ae-742f5e4cdde3;27 jul 2009 18:33;;;;;;;;;
Galerie Henk Hofstra;In de galerie is altijd werk van Henk Hofstra te zien, maar ook kunstkado's, bronzen beelden, giclee-prints, keramiek, van o.a. Wessels, Degraeve, Nomden, Wubbolt. De expressieve schilderijen van Henk Hofstra zijn veelal op een royaal formaat van 150 x 150 cm, 120 x 120 cm en 100 x 100 cm. Hij schildert op uitbundige wijze koeien, tulpen, landschappen, stillevens, stadsgezichten.;0512-518830;info@henkhofstra.nl;http://www.henkhofstra.nl;Morra 11;Drachten;9204 KT;NL;Netherlands;53.092.326;6.071.609;Atelier/Galerie open: vrijdag en zaterdag van 13.00-17.00 uur en op afspraak: Tel 0512-518830.;4a6e0e13-44bc-4862-be2d-74305e4cdde3;27 jul 2009 20:29;;;;;;;;;
E.M. Galerie;E.M.Galerie exposeert hedendaagse beeldende kunst, zowel van Friese, Nederlandse als buitenlandse kunstenaars. In de tentoonstellingsruimte vinden gemiddeld acht exposities per jaar plaats.In de galerie zijn altijd aanwezig: schilderkunst, tekeningen, beelden, grafiek, fotografie en ruimtelijke objecten.;0511-452941;emgalerie@hetnet.nl;http://www.emgalerie.nl;Heideanjer 8;Drachten;9202 PG;NL;Netherlands;53.103.765;6.123.671;Do t/m za 13.00-18.00 en op afspraak.;4ac57b3b-8804-49ed-b112-28d4c3165e35;2 okt 2009 04:02;;;;;;;;;
De Lawei;;;info@lawei.nl;http://www.lawei.nl;Burg. Wuiteweg 24;Drachten;9203 KL;NL;Netherlands;53.102.714;6.098.488;"Van 1 mei t/m 31 augustus 
De kassa is geopend van dinsdag t/m vrijdag 12.00 - 17.00 uur. Wanneer er 's avonds een voorstelling is, blijft de kassa open tot aanvang van de voorstelling. Op zon- en feestdagen is de kassa open vanaf een uur voor aanvang van de voorstelling. 
Van 1 september t/m 30 april 
De kassa is geopend van dinsdag t/m vrijdag 12.00 -  18.00 uur en op zaterdag van 13.00 -  17.00 uur. Wanneer er 's avonds een voorstelling is, blijft de kassa open tot aanvang van de voorstelling. Op zon- en feestdagen is de kassa open vanaf een uur voor aanvang van de voorstelling. ";4b0ab772-508c-408b-8ece-730b5e4cdde3;23 nov 2009 16:25;;;;;;;;;
Museum De Baracquen;;0599 354600;;;Meestraat 3;Bourtange;9545 PJ;NL;Netherlands;53.006.585;7.191.755;;4a6dc16d-9c10-4fe6-8e04-70145e4cdde3;27 jul 2009 15:02;;;;;;;;;
Vesting Bourtange;;0599 354600;;http://www.bourtange.nl;Willem Lodewijkstraat 33;Bourtange;9545 PA;NL;Netherlands;53.008.457;7.188.600;;4a6dc740-60b4-4833-81f3-70155e4cdde3;27 jul 2009 15:26;;;;;;;;;
Kwietheuvel 19;;;;;Kwietheuvel 19;Venlo;5911;NL;Netherlands;51.372.012;6.169.879;;4bb2c93d-e634-406b-80fc-3c08c3165e35;31 mrt 2010 04:02;;;;;;;;;
Museum van Bommel van Dam;\In 1971 opent het eerste museum voor moderne kunst in Limburg zijn deuren: Museum van Bommel van Dam; dé plek waar je kennis kunt maken met moderne beeldende kunst. Jaarlijks zijn er in het museum circa zes wisselende tentoonstellingen te zien. Mooi of lelijk; gek of gewoon;" er is altijd wel een kunstwerk dat je prikkelt en boeit.""";077 - 351 34 57;info@vanbommelvandam.nl;http://www.vanbommelvandam.nl;Deken van Oppensingel 6;Venlo;5911 AD;NL;Netherlands;51.371.386;6.177.344;di t/m zo 11.00 - 17.00 uur;4a6dc5e7-9e00-422d-a7ae-72635e4cdde3;27 jul 2009 15:21;;;;;;
Limburgs Museum;"De nieuwbouw van het museum bestaat uit twee hoofdelementen die elk hun eigen functies hebben; het gesloten deel herbergt de collecties en exposities van het museum, in het transparante deel bevinden zich kantoren, vergaderzalen en een restaurant.";077 - 352 21 12;info@limburgsmuseum.nl;http://www.limburgsmuseum.nl;Keulsepoort 5;Venlo;5911 BX;NL;Netherlands;51.366.311;6.171.825;Dinsdag t/m zondag 11.00 - 17.00 uur. Tevens op tweede paasdag en tweede pinksterdag. Gesloten op 25 december, 1 januari en van carnavalszaterdag t/m carnavalsdinsdag.;4a6df325-f784-4e46-b8ab-72635e4cdde3;27 jul 2009 18:34;;;;;;;;;
Het Raam;;;;;Bolwaterstraat 26;Venlo;5911;NL;Netherlands;51.372.590;6.169.476;;4a8a71a4-e9ec-410e-8e9a-22125e4cdde3;18 aug 2009 09:17;;;;;;;;;
Roermond, Venlo, Venray, Duisburg, Moers, Weeze;;;;; ;Venlo;5921;NL;Netherlands;51.372.712;6.172.380;;4ac186be-e108-4cd1-b59b-1d83c3165e35;29 sep 2009 04:02;;;;;;;;;
Galerie Wiek XX;;0597 522006;;http://www.wiekxx.nl;Molenstraat 5;Nieuweschans;9693 EJ;NL;Netherlands;53.181.049;7.206.362;;4a6dc5e8-b74c-48d0-b83a-72635e4cdde3;27 jul 2009 15:21;;;;;;;;;
De Oude Remise;;0597 522974;;http://www.deouderemise.nl;Oudezijl 1;Nieuweschans;9693 PA;NL;Netherlands;53.185.349;7.201.021;;4a6dd3cf-65cc-4508-b1a5-59055e4cdde3;27 jul 2009 16:20;;;;;;;;;
Molen Hollands Welvaart;;0595 491476;;;Molenweg 10;Mensingeweer;9961 PD;NL;Netherlands;53.351.436;6.465.818;;4a6dc625-3ba4-47dd-8923-725a5e4cdde3;27 jul 2009 15:22;;;;;;;;;
"Museumboerderij \Duurswold\""""";;0598 421573;;http://travel.to/thofje;Hoofdweg 271;Slochteren;9621 AK;NL;Netherlands;53.199.695;6.788.322;;4a6dc625-c640-4da6-9d28-725a5e4cdde3;27 jul 2009 15:22;;;;;;;;;
Bospark;;;;; ;Slochteren;9621 ZZ;NL;Netherlands;53.220.914;6.805.099;;4a6dfaa9-8040-4fcf-8eec-63d85e4cdde3;27 jul 2009 19:06;;;;;;;;;
Kunsthal;;0598 425555;;http://www.kunsthal.web-log.nl;Hoofdweg 10;Slochteren;9621 AL;NL;Netherlands;53.244.501;6.850.849;;4a6dfac3-8c88-4d58-9c09-70155e4cdde3;27 jul 2009 19:06;;;;;;;;;
Fraeylemaborg;;0598 421568;;http://www.fraeylemaborg.nl;Hoofdweg 30;Slochteren;9621 AL;NL;Netherlands;53.244.613;6.852.083;;4a6e0d22-338c-4eac-8e23-742e5e4cdde3;27 jul 2009 20:25;;;;;;;;;
Atelier Ton ter Linden;Atelier Ton ter Linden heeft een eigen kleinschalige galerie waar een selectie van het werk van Ter Linden en Tabak hangt. Via de fotoboeken op de leestafel kan ook het andere werk - dat op de bovenverdieping in stock is opgeslagen - bekeken worden. Eén van de kunstenaars haalt het graag naar beneden om het werk in het echt te laten zien.;0512-462098;;http://www.ateliertonterlinden.nl;Kruswei  14;De Veenhoop ;9215 MA;NL;Netherlands;53.078.886;5.981.292;Eens per maand, in het laatste volledige weekend - worden er Opendeurdagen gehouden zodat iedereen bij de kunstenaars thuis het werk kan bekijken. Op andere dagen kan na een afspraak ook een bezoek gebracht worden.;4a6dc626-13bc-4e50-8f66-725a5e4cdde3;27 jul 2009 15:22;;;;;;;;;
Bibliotheek Stiens;;;;;Pyter Jurjensstrjitte 10;Stiens;9051 BS;NL;Netherlands;53.263.015;5.759.188;;4a6dc627-fdbc-459d-82b8-725a5e4cdde3;27 jul 2009 15:22;;;;;;;;;
Gemeentehuis Stiens;;058-257 66 66;info@leeuwarderadeel.nl;http://www.leeuwarderadeel.nl;Ljipstrjitte 1;Stiens;9051 AR;NL;Netherlands;53.260.855;5.758.416;Maandag- tot en met vrijdagmorgen van 8.30 uur tot 12.00 uur en dinsdagmiddag van 14.00 tot 17.00 uur.;4a6defa1-6b78-4ea1-8794-725a5e4cdde3;27 jul 2009 18:19;;;;;;;;;
Galerie Het Raadhuis;;0595 497002;;http://www.galeriehetraadhuis.nl;Raadhuisstraat 17;Eenrum;9967 RA;NL;Netherlands;53.363.476;6.457.672;;4a6dc736-d3b8-45a1-9672-63da5e4cdde3;27 jul 2009 15:26;;;;;;;;;
Galerie Den Andel;Galerie Den Andel nodigt landelijke – bekende – hedendaagse kunstenaars uit hun werk te exposeren. Het resultaat is  wisselende exposities met een grote verscheiden collectie van hoge kwaliteit schilderijen, beelden en andere kunstwerken. Er is regelmatig nieuw werk te bewonderen van landelijke bekende kunstenaars;0595 42 2726;inf@galeriedenandel.nl;http://www.galeriedenandel.nl;De streekweg 1;Den andel;9956 PN;NL;Netherlands;53.393.324;6.507.376;Vrijdag t/m Zondag 13.00-17.00 uur;4a6dc740-fe60-4e9f-b4ff-70155e4cdde3;26 okt 2009 11:34;;;;;;;;;
Galerie Oosthem;De galerie is sinds 2004 gevestigd in de voormalige stal van een stolpboerderij uit 1914. De boerderij ligt aan de Bolswarder Zeilvaart in Oosthem, vlak bij IJlst.  De galerie heeft de beschikking over een rechthoekige ruimte van 16 x 8 meter. De stalramen en de schuifpui zorgen voor veel buitenlicht vanuit het oosten en het zuiden. Ook de tuin rondom de stal wordt gebruikt voor exposities.;0515-533105;farwevers@hotmail.com;http://www.galerieoosthem.nl;Hernepaed 4;Oosthem;8601 NN;NL;Netherlands;53.018.184;5.591.883;De galerie is geopend op donderdag, vrijdag en zaterdag van 11 tot 17 uur of op afspraak (tel. 0515 - 533105).;4a6dc741-b55c-43a9-9675-70155e4cdde3;27 jul 2009 15:26;;;;;;;;;
Waterschapshuis;;;;;Museumplein 5;Veendam;9646 ZZ;NL;Netherlands;53.106.883;6.876.108;;4a6dca31-bb48-482c-ada5-72635e4cdde3;27 jul 2009 15:39;;;;;;;;;
Veenkoloniaal Museum;;0598 364224;;http://www.veenkoloniaalmuseum.nl/;Winkler Prinsstraat 5;Veendam;9641 AD;NL;Netherlands;53.106.907;6.876.317;;4a6df550-e474-4180-9e91-63d35e4cdde3;27 jul 2009 18:43;;;;;;;;;
Expositiehuis;;;;;Grotestraat 4;Den ham;9833 ZZ;NL;Netherlands;52.464.395;6.494.626;;4a6dca32-9258-43e7-9e06-72635e4cdde3;27 jul 2009 15:39;;;;;;;;;
Beeldentuin Tetdy Stol;;;;;Kleinemeersterstraat 153;Sappemeer;9611 ZZ;NL;Netherlands;53.155.238;6.786.774;;4a6dca32-90c0-4060-b087-72635e4cdde3;27 jul 2009 15:39;;;;;;;;;
Bibliotheek;;0598 392489;;;Noorderstraat 109;Sappemeer;9611 AC;NL;Netherlands;53.164.172;6.787.497;;4a6dd3bf-4f78-4168-aae9-74305e4cdde3;27 jul 2009 16:20;;;;;;;;;
Zalencentrum Brandpunt;;;;; ;Sappemeer;9611 ZZ;NL;Netherlands;53.164.212;6.790.049;;4a6defe2-b564-4a42-b6a1-63d95e4cdde3;27 jul 2009 18:20;;;;;;;;;
Terschelling;Wie veel wil zien en beleven, is welkom op Terschelling. Voor liefhebbers van zowel cultuur als natuur heeft het eiland veel te bieden. Door de gevarieerde natuur, de vele evenementen en goede voorzieningen is het eiland het hele jaar door een ideale bestemming voor een korte of lange vakantie, voor jong en oud.;;;http://www.terschelling.nl; ;Terschelling;8892 AA;NL;Netherlands;53.310.699;5.424.019;;4a6dcab3-3480-493e-a7a0-59045e4cdde3;27 jul 2009 15:41;;;;;;;;;
Centrum voor Natuur en Landschap en Zee-aquarium;In het museumgedeelte wandelt de bezoeker door de diverse biotopen die het eiland kent. Hij maakt er op een informatieve manier kennis met plant en dier en de wisselwerking tussen mens en natuur in verleden en heden. Voor kinderen zijn er in de presentaties allerlei speelse elementen. Nieuw is de wisseltentoonstelling `Dagmenu Terschelling`.;0562-442390;;http://www.natuurmuseumterschelling.nl;Burg. Reedekerstraat 11;Terschelling;8881BZ;NL;Netherlands;53.360.986;5.216.198;vanaf 1 november 2008 tot 1 april 2009 geopend op zaterdag-, zondag- en dinsdagmiddag van 14.00 - 17.00 uur  vanaf 1 april 2009 tot 1 november 2009 geopend op maandag tot en met vrijdag van 9.00 - 17.00 uur en op zaterdag en zondag van 14.00-17.00 uur ;4a6e01b5-8234-4bc9-819c-63d95e4cdde3;27 jul 2009 19:36;;;;;;;;;
Museum `t Behouden Huys;In twee 17de eeuwse commandeurshuizen is de geschiedenis van Terschelling en zijn bewoners te vinden. In stijlkamers is de sfeer van het wonen omstreeks 1900 te beleven en in de overige ruimten laten vele scheepsmodellen, schilderijen en navigatiemiddelen zien hoe Terschelling eeuwenlang betrokken was bij de zeevaart, de visserij en in het bijzonder de walvisvaart.;0562-442389;museum@behoudenhuys.nl;http://www.behouden-huys.nl;Commandeurstraat 32;Terschelling;8881BB;NL;Netherlands;53.357.652;5.214.562;1 april - 31 oktober maandag t/m vrijdag van 10.00 tot 17.00 uur, zaterdag van 13.00 tot 17.00 uur. 15 juni tot 1 oktober ook op zondag van 13.00 tot 17.00 uur  Krokus- en kerstvakantie geopend.;4a6e101a-14ec-4ac8-80aa-63d35e4cdde3;27 jul 2009 20:37;;;;;;;;;
Visserijmuseum `Aike van Stien`;In een historisch pandje is dit visserijmuseum gevestigd. Achterkleinkinderen hebben dit museum opgezet ter nagedachtenis aan hun voorouders die in de visserij werkzaam waren. Er worden verschillende soorten netten en voorwerpen tentoongesteld. Foto`s en video illustreren het geheel. Kinderen kunnen op zolder een zeil hijsen, breeuwen en knopen maken.;0562-443388;;http://www.visserijmuseumaikevanstien.nl;Raadhuisstraat 4;Terschelling;8881 BM;NL;Netherlands;53.358.949;5.215.944;"1 mei t/m 1 november ma t/m vr 10.00-12.30 uur en 14.00-17.30 uur;  1 november t/m 1 mei do en za 14.00-17.00 uur; schoolvakanties elke middag 14.00-17.00 uur;  zo en feestdagen gesloten; groepen op afspraak.";4a6e101a-6224-4978-bbc8-63d35e4cdde3;27 jul 2009 20:37;;;;;;;;;
Hotel het Klooster;;;;;Damsterweg 8;Kloosterburen;9977 ZZ;NL;Netherlands;53.388.337;6.392.949;;4a6dcab5-9530-4a72-9d2b-59045e4cdde3;27 jul 2009 15:41;;;;;;;;;
Dierenpark Emmen;Dierenpark Emmen wil bezoekers op een prettige, recreatieve manier betrekken bij de levende natuur. De combinatie van vaak grote groepen dieren, aangename beplanting en spannende exposities maakt van Dierenpark Emmen een unieke organisatie. Onze organisatie kenmerkt zich door een open structuur.;;;http://www.dierenpark-emmen.nl;Hoofdstraat 18;Emmen;7801 BA;NL;Netherlands;52.784.602;6.895.651;;4a6dcac5-f7b4-4d60-80ca-70155e4cdde3;27 jul 2009 15:41;;;;;;;;;
Galerie de Vis;Galerie de Vis vertegenwoordigt hedendaagse kunstenaars, voornamelijk uit Nederland. Aandachtspunt van de collectie is het landschap.;0517 - 417116;info@galeriedevis.com;http://www.galeriedevis.com;Noorderhaven  40;Harlingen;8861 AN;NL;Netherlands;53.175.440;5.415.883;do t/m vr van 12.30 - 17.00 za van 11.00 - 17.00 en op zondagmiddag open op verzoek feestdagen gesloten;4a6dcac6-72bc-4049-94c7-70155e4cdde3;27 jul 2009 15:41;;;;;;;;;
Gemeentemuseum Het Hannemahuis;Het Hannemahuis richt zich op de rijke geschiedenis van Harlingen. Scheepvaart, tegel- en aardewerkindustrie, zilver, klokken, stadsgezichten en Vestdijk staan daarbij centraal.;0517-413658;;http://www.hannemahuis.nl;Voorstraat 56;Harlingen;8861BM;NL;Netherlands;53.174.675;5.419.340;Dinsdag t/m vrijdag 11:00-17:00 uur. Zaterdag en zondag: 13:30-17:00 uur.;4a6dcecf-4da0-474d-9054-742e5e4cdde3;27 jul 2009 15:59;;;;;;;;;
Museum 't Fiskershúske;In dit bijzondere openluchtmuseum worden de herinneringen aan de verdwenen kustvisserij en de visserscultuur levend gehouden. Het noordelijkste deel van Friesland, direct aan de Waddenzee, ligt in het beschermde dorpsgezicht van Moddergat museum `t Fiskershúske. In dit bijzondere openluchtmuseum worden de herinneringen aan de verdwenen kustvisserij en de visserscultuur levend gehouden.;0519-589454;info@museummoddergat.nl;http://www.museummoddergat.nl;Fiskerspaad 4-8;Paesens-Moddergat;9142VN;NL;Netherlands;53.402.541;6.082.586;maandag t/m zaterdag 10-17 uur in juli en augustus dinsdag t/m zaterdag 10-17 uur en zondag 13-17 uur;4a6dccca-c05c-43db-998b-725e5e4cdde3;27 jul 2009 15:50;;;;;;;;;
Galerie Terbeek - de Kempenaershoeve;"Schilderijen, beelden en glaskunst De galerie exposeert hedendaagse figuratieve en abstract figuratieve kunst; schilderijen, beelden en glaskunst. Naast de werken van een lopende tentoonstelling heeft de galerie altijd een uitgebreide collectie kunstwerken in de 'stock' voorraad.";06-53666921;info@galerieterbeek.nl;http://www.galerieterbeek.nl;De Kempenaersweg  17;Echtenerbrug;8539 RR;NL;Netherlands;52.861.053;5.820.490;Vanaf 1 mei zijn de nieuwe openingstijden: vrijdag en zondag van 13.30 - 17.00 uur en dagelijks op afspraak. Tel: 0514-542010 Mob: 06 53 666 92;4a6dced1-6ab4-426e-8e82-742e5e4cdde3;27 jul 2009 15:59;;;;;;;;;
Kröller-Müller museum;Het Kröller-Müller Museum bezit een wereldberoemde collectie voornamelijk 19de en 20ste eeuwse beeldende kunst. Centraal staan de omvangrijke collectie werken van Vincent van Gogh en de beeldentuin. Er zijn ook regelmatige wisselende exposities.;0318 - 59 12 41;info@kmm.nl;http://www.kmm.nl;ingang via NP de Hoge Veluwe / Apeldoornseweg  250;Hoenderloo;7351 TA;NL;Netherlands;52.120.824;5.847.662;Het museum is het gehele jaar geopend van 10.00 tot 17.00 uur. De beeldentuin sluit om 16.30 uur. Het museum is gesloten op: Maandagen (met uitzondering van de feestdagen) en 1 januari.;4a6dd084-4e28-48ef-acb7-742f5e4cdde3;27 jul 2009 16:06;;;;;;;;;
Het Nationale Park de Hoge Veluwe;Het Nationale Park De Hoge Veluwe is ;;informatie@hogeveluwe.nl;http://www.hogeveluwe.nl;Apeldoornseweg  250;Hoenderloo;7351 TA;NL;Netherlands;52.121.185;5.872.932;"januari t/m maart: 09.00 - 18.00 uur
april: 08.00 - 20.00 uur 
mei: 08.00 - 21.00 uur 
juni en juli: 08.00 - 22.00 uur
augustus: 08.00 - 21.00 uur
september: 09.00 - 20.00 uur
oktober 09.00 - 19.00 uur
november t/m december  09.00 - 18.00 uur 
Het Park is toegankelijk tot 1 uur voor sluitingstijd.    ";4b46ae45-09c4-4567-b716-28b7c3165e35;8 jan 2010 04:02;;;;;;;;;
Streekmuseum De Oude Wolden;;0597 531509;;http://www.museumdeoudewolden.nl;Hoofdweg 161;Bellingwolde;9695 AE;NL;Netherlands;53.112.420;7.162.164;;4a6dd084-2dd8-4da4-b0a6-742f5e4cdde3;27 jul 2009 16:06;;;;;;;;;
Gemeentehuis;;0599-631631;;;Raadhuisplein 1;Stadskanaal;9501 SZ;NL;Netherlands;52.989.104;6.954.948;;4a6dd085-e020-4038-97d6-742f5e4cdde3;27 jul 2009 16:06;;;;;;;;;
Galerie Aan de Brummelkant;;0599 614344;;;Brummelkant 5;Stadskanaal;9502 BB;NL;Netherlands;52.996.217;6.960.212;;4a6dd3a9-eb0c-444a-962a-63d85e4cdde3;27 jul 2009 16:19;;;;;;;;;
Theater Geert Teis;;;;http://www.theatergeertteis.nl;Geert Teisplein 2;Stadskanaal;9501 VL;NL;Netherlands;52.990.147;6.952.780;De kassa is open van maandag t/m vrijdag van 13.00 -16.30 uur en vanaf Ã©Ã©n voor aanvang van elke voorstelling;4a6df375-2e90-4aac-8692-742f5e4cdde3;27 jul 2009 18:35;;;;;;;;;
